data_hora,timestamp_ms,umidade_solo,temperatura,leitura_ldr,ph,botao_N,botao_P,botao_K,bomba_ligada
2024-09-10 04:14:00,13214000,34.31,21.85,1491,6.73,false,false,false,false
2024-09-10 04:16:00,13216000,45.21,20.79,1350,6.61,false,false,false,false
2024-09-10 04:18:00,13218000,49.04,18.06,1381,6.66,false,true,false,false
2024-09-10 04:20:00,13220000,36.07,20.27,1656,7.52,false,false,false,false
2024-09-10 04:22:00,13222000,42.78,22.02,1337,7.07,false,false,false,false
2024-09-10 04:24:00,13224000,32.10,20.21,1482,7.63,false,false,false,false
2024-09-10 04:26:00,13226000,44.73,18.68,679,6.78,false,false,false,false
2024-09-10 04:28:00,13228000,35.73,20.01,1536,7.86,false,false,false,false
2024-09-10 04:30:00,13230000,46.30,18.53,580,7.51,false,false,false,false
2024-09-10 04:32:00,13232000,30.97,20.67,925,5.63,false,false,false,true
2024-09-10 04:34:00,13234000,36.46,20.29,1659,6.40,false,false,false,false
2024-09-10 04:36:00,13236000,43.26,17.71,775,6.45,false,false,false,false
2024-09-10 04:38:00,13238000,31.62,20.31,1521,7.46,false,false,false,false
2024-09-10 04:40:00,13240000,40.36,21.55,1301,7.86,false,false,false,false
2024-09-10 04:42:00,13242000,34.21,18.41,978,6.93,false,false,false,false
2024-09-10 04:44:00,13244000,45.17,22.30,972,5.55,false,false,false,false
2024-09-10 04:46:00,13246000,30.73,21.51,1144,7.56,false,false,false,false
2024-09-10 04:48:00,13248000,34.05,17.37,1222,7.21,false,false,false,false
2024-09-10 04:50:00,13250000,36.47,21.42,1106,6.29,false,false,false,false
2024-09-10 04:52:00,13252000,46.30,16.74,1308,6.41,false,false,false,false
2024-09-10 04:54:00,13254000,35.67,16.77,1188,5.55,false,false,false,true
2024-09-10 04:56:00,13256000,33.34,17.79,1716,7.34,false,true,false,false
2024-09-10 04:58:00,13258000,49.85,19.87,823,8.66,true,false,false,true
2024-09-10 05:00:00,13260000,36.99,19.04,656,7.85,false,false,false,false
2024-09-10 05:02:00,13262000,40.41,22.76,1780,6.29,false,false,false,false
2024-09-10 05:04:00,13264000,37.18,23.31,1760,6.65,false,true,false,false
2024-09-10 05:06:00,13266000,40.01,20.53,640,6.84,false,false,false,false
2024-09-10 05:08:00,13268000,33.28,19.28,527,6.46,false,false,false,false
2024-09-10 05:10:00,13270000,48.72,18.97,1101,7.31,false,false,false,false
2024-09-10 05:12:00,13272000,49.15,21.66,1658,7.82,false,false,false,false
2024-09-10 05:14:00,13274000,50.21,22.70,522,7.30,false,false,false,false
2024-09-10 05:16:00,13276000,31.99,17.95,1710,5.55,false,false,false,true
2024-09-10 05:18:00,13278000,40.48,18.94,1306,6.35,false,false,false,false
2024-09-10 05:20:00,13280000,37.27,19.62,1555,5.79,false,false,false,true
2024-09-10 05:22:00,13282000,45.85,22.32,1682,7.70,false,false,false,false
2024-09-10 05:24:00,13284000,31.51,20.42,1707,6.68,false,false,false,false
2024-09-10 05:26:00,13286000,32.62,22.99,884,7.28,true,true,false,false
2024-09-10 05:28:00,13288000,43.62,22.72,1673,5.57,false,false,false,false
2024-09-10 05:30:00,13290000,49.62,17.65,1648,5.52,false,false,false,false
2024-09-10 05:32:00,13292000,44.48,20.46,769,7.67,true,false,false,false
2024-09-10 05:34:00,13294000,36.66,19.50,1104,5.12,false,true,false,true
2024-09-10 05:36:00,13296000,32.31,21.45,1657,7.54,false,false,false,false
2024-09-10 05:38:00,13298000,32.41,19.19,776,6.37,false,false,false,false
2024-09-10 05:40:00,13300000,42.89,22.10,602,6.43,false,false,false,false
2024-09-10 05:42:00,13302000,46.40,17.41,906,5.84,false,false,false,false
2024-09-10 05:44:00,13304000,46.42,20.65,1647,6.34,false,false,false,false
2024-09-10 05:46:00,13306000,48.60,18.82,927,7.47,false,false,false,false
2024-09-10 05:48:00,13308000,50.16,22.87,995,7.89,false,false,false,false
2024-09-10 05:50:00,13310000,42.60,17.63,527,6.13,false,false,false,false
2024-09-10 05:52:00,13312000,44.86,19.10,1299,5.86,false,false,false,false
2024-09-10 05:54:00,13314000,33.81,21.60,1040,7.18,false,false,true,false
2024-09-10 05:56:00,13316000,44.21,18.10,871,7.19,false,false,false,false
2024-09-10 05:58:00,13318000,49.74,21.96,658,8.03,true,false,false,true
2024-09-10 06:00:00,13320000,36.25,23.53,776,7.27,false,false,true,false
2024-09-10 06:02:00,13322000,41.37,18.49,1706,7.36,true,false,false,false
2024-09-10 06:04:00,13324000,48.78,19.57,962,7.12,false,false,false,false
2024-09-10 06:06:00,13326000,36.25,18.85,1413,5.99,false,false,false,true
2024-09-10 06:08:00,13328000,33.08,20.26,1732,7.72,false,false,false,false
2024-09-10 06:10:00,13330000,37.39,20.04,957,7.33,false,false,false,false
2024-09-10 06:12:00,13332000,45.11,20.14,1661,7.59,false,false,false,false
2024-09-10 06:14:00,13334000,39.79,21.35,1560,7.04,false,false,false,false
2024-09-10 06:16:00,13336000,47.01,22.45,942,6.40,false,true,false,false
2024-09-10 06:18:00,13338000,48.76,21.08,1372,5.51,false,false,false,false
2024-09-10 06:20:00,13340000,52.06,23.55,1416,7.37,false,false,false,false
2024-09-10 06:22:00,13342000,35.04,20.16,1337,7.18,false,false,true,false
2024-09-10 06:24:00,13344000,32.98,21.28,880,6.73,false,false,false,false
2024-09-10 06:26:00,13346000,40.08,19.87,1641,6.58,false,false,false,false
2024-09-10 06:28:00,13348000,45.04,22.70,1470,6.40,false,false,true,false
2024-09-10 06:30:00,13350000,41.41,23.61,1073,7.95,false,false,false,false
2024-09-10 06:32:00,13352000,41.75,21.53,523,6.15,false,false,false,false
2024-09-10 06:34:00,13354000,36.73,19.78,1574,7.39,false,false,false,false
2024-09-10 06:36:00,13356000,33.50,20.21,1387,7.83,false,false,false,false
2024-09-10 06:38:00,13358000,33.28,22.13,1382,5.53,false,false,false,true
2024-09-10 06:40:00,13360000,40.79,21.32,1509,6.90,false,false,false,false
2024-09-10 06:42:00,13362000,46.26,19.91,750,5.86,false,false,false,false
2024-09-10 06:44:00,13364000,44.46,19.26,1387,6.08,false,false,false,false
2024-09-10 06:46:00,13366000,41.61,21.34,1719,7.35,false,false,false,false
2024-09-10 06:48:00,13368000,48.24,21.53,1123,7.28,false,false,false,false
2024-09-10 06:50:00,13370000,50.14,22.39,612,6.92,false,false,false,false
2024-09-10 06:52:00,13372000,42.41,21.90,1025,7.86,false,false,false,false
2024-09-10 06:54:00,13374000,43.17,21.81,1451,6.55,false,false,false,false
2024-09-10 06:56:00,13376000,36.73,18.85,867,6.44,false,false,false,false
2024-09-10 06:58:00,13378000,46.75,22.21,652,6.98,false,false,false,false
2024-09-10 07:00:00,13380000,42.25,21.78,1388,7.86,false,false,false,false
2024-09-10 07:02:00,13382000,51.52,21.02,1339,6.94,false,false,false,false
2024-09-10 07:04:00,13384000,41.43,19.27,506,5.83,false,false,false,false
2024-09-10 07:06:00,13386000,33.91,22.06,1415,6.52,false,false,false,false
2024-09-10 07:08:00,13388000,44.76,19.14,1244,5.66,false,false,false,false
2024-09-10 07:10:00,13390000,43.91,21.80,1080,7.98,false,false,false,false
2024-09-10 07:12:00,13392000,40.27,19.76,1374,6.08,false,false,false,false
2024-09-10 07:14:00,13394000,51.17,23.65,1099,5.87,false,false,false,false
2024-09-10 07:16:00,13396000,36.28,23.53,780,6.40,false,false,false,false
2024-09-10 07:18:00,13398000,52.22,23.25,1351,8.71,true,false,false,true
2024-09-10 07:20:00,13400000,40.88,18.84,1659,6.73,false,false,false,false
2024-09-10 07:22:00,13402000,52.52,19.10,1512,5.67,false,false,false,false
2024-09-10 07:24:00,13404000,53.50,22.98,821,7.43,false,false,false,false
2024-09-10 07:26:00,13406000,36.34,19.75,1076,6.16,false,true,false,false
2024-09-10 07:28:00,13408000,49.21,21.51,1578,7.41,false,false,false,false
2024-09-10 07:30:00,13410000,45.34,23.17,1395,7.59,false,false,false,false
2024-09-10 07:32:00,13412000,42.27,19.28,885,6.76,false,true,false,false
2024-09-10 07:34:00,13414000,50.67,20.24,1083,7.39,false,false,false,false
2024-09-10 07:36:00,13416000,51.83,19.51,1750,7.11,false,false,false,false
2024-09-10 07:38:00,13418000,51.87,22.98,1605,6.68,false,true,false,false
2024-09-10 07:40:00,13420000,50.03,19.51,1223,6.19,false,false,false,false
2024-09-10 07:42:00,13422000,44.75,23.86,582,6.53,true,false,false,false
2024-09-10 07:44:00,13424000,39.86,21.75,986,6.51,false,false,false,false
2024-09-10 07:46:00,13426000,53.56,21.67,1371,6.29,false,false,false,false
2024-09-10 07:48:00,13428000,46.71,21.93,1631,5.83,false,false,false,false
2024-09-10 07:50:00,13430000,35.18,20.91,1734,6.26,false,false,true,false
2024-09-10 07:52:00,13432000,40.89,20.43,618,7.74,false,false,false,false
2024-09-10 07:54:00,13434000,52.11,19.11,677,5.52,false,false,false,false
2024-09-10 07:56:00,13436000,45.07,21.57,1739,5.94,false,false,false,false
2024-09-10 07:58:00,13438000,40.38,22.62,500,7.65,false,false,false,false
2024-09-10 08:00:00,13440000,53.53,20.57,1379,6.32,false,false,false,false
2024-09-10 08:02:00,13442000,43.69,21.29,823,5.85,false,false,false,false
2024-09-10 08:04:00,13444000,49.35,19.43,854,6.90,false,false,false,false
2024-09-10 08:06:00,13446000,37.23,22.87,1276,7.70,false,false,true,false
2024-09-10 08:08:00,13448000,48.95,19.44,1273,7.03,false,false,true,false
2024-09-10 08:10:00,13450000,50.21,23.87,752,6.73,false,false,false,false
2024-09-10 08:12:00,13452000,51.56,21.15,935,7.71,false,false,false,false
2024-09-10 08:14:00,13454000,48.32,20.76,929,7.51,false,false,false,false
2024-09-10 08:16:00,13456000,50.91,21.24,1459,6.59,false,false,false,false
2024-09-10 08:18:00,13458000,46.92,21.63,1041,6.17,false,false,false,false
2024-09-10 08:20:00,13460000,49.37,22.45,1550,7.11,false,false,false,false
2024-09-10 08:22:00,13462000,43.45,21.28,1043,5.57,false,false,false,false
2024-09-10 08:24:00,13464000,50.43,19.36,809,5.85,false,false,false,false
2024-09-10 08:26:00,13466000,44.07,19.63,965,6.85,false,false,false,false
2024-09-10 08:28:00,13468000,45.27,24.25,1450,7.32,true,false,false,false
2024-09-10 08:30:00,13470000,53.71,25.10,1065,6.55,false,false,false,false
2024-09-10 08:32:00,13472000,50.92,21.70,757,7.02,false,false,false,false
2024-09-10 08:34:00,13474000,50.71,24.12,1381,6.30,false,false,false,false
2024-09-10 08:36:00,13476000,35.39,21.14,1532,6.85,false,false,false,false
2024-09-10 08:38:00,13478000,36.59,21.15,860,5.79,false,false,false,true
2024-09-10 08:40:00,13480000,44.73,21.39,1220,6.91,true,false,false,false
2024-09-10 08:42:00,13482000,39.10,21.75,1220,5.80,false,false,false,true
2024-09-10 08:44:00,13484000,47.47,23.25,1501,6.87,false,false,false,false
2024-09-10 08:46:00,13486000,38.36,20.26,1342,6.11,false,false,false,false
2024-09-10 08:48:00,13488000,47.81,24.31,997,7.41,false,false,false,false
2024-09-10 08:50:00,13490000,43.76,24.13,676,5.99,false,false,false,false
2024-09-10 08:52:00,13492000,49.31,21.55,998,6.20,false,false,false,false
2024-09-10 08:54:00,13494000,50.88,22.85,629,6.74,false,false,true,false
2024-09-10 08:56:00,13496000,54.21,21.99,1166,5.83,false,false,false,false
2024-09-10 08:58:00,13498000,45.97,25.30,692,7.81,false,false,false,false
2024-09-10 09:00:00,13500000,55.68,23.69,1354,6.20,false,false,false,false
2024-09-10 09:02:00,13502000,42.42,22.73,1626,6.86,false,false,false,false
2024-09-10 09:04:00,13504000,47.27,21.17,1572,7.20,false,false,false,false
2024-09-10 09:06:00,13506000,52.94,21.39,1617,8.12,false,false,true,true
2024-09-10 09:08:00,13508000,51.14,22.89,1788,6.35,false,false,false,false
2024-09-10 09:10:00,13510000,53.55,23.91,1270,7.96,false,false,false,false
2024-09-10 09:12:00,13512000,38.10,21.79,1796,7.92,false,false,false,false
2024-09-10 09:14:00,13514000,41.58,23.77,877,6.76,false,false,false,false
2024-09-10 09:16:00,13516000,50.77,23.06,687,5.76,false,false,false,false
2024-09-10 09:18:00,13518000,51.84,22.52,603,7.80,false,false,false,false
2024-09-10 09:20:00,13520000,49.96,20.51,1219,6.40,false,false,false,false
2024-09-10 09:22:00,13522000,40.03,20.63,685,7.28,false,false,false,false
2024-09-10 09:24:00,13524000,43.94,25.95,1721,7.66,false,false,false,false
2024-09-10 09:26:00,13526000,46.21,23.53,1380,6.15,false,false,false,false
2024-09-10 09:28:00,13528000,37.59,23.01,1637,7.18,false,false,false,false
2024-09-10 09:30:00,13530000,39.54,21.21,795,7.90,false,false,false,false
2024-09-10 09:32:00,13532000,39.87,20.58,1439,7.22,false,false,false,false
2024-09-10 09:34:00,13534000,39.80,21.37,705,7.57,true,false,false,false
2024-09-10 09:36:00,13536000,39.79,22.55,542,7.72,false,false,false,false
2024-09-10 09:38:00,13538000,41.05,20.56,1055,7.66,false,false,false,false
2024-09-10 09:40:00,13540000,36.61,22.78,696,7.81,true,false,false,false
2024-09-10 09:42:00,13542000,47.05,22.39,1108,5.67,false,false,false,false
2024-09-10 09:44:00,13544000,38.03,24.02,1045,6.27,false,false,false,false
2024-09-10 09:46:00,13546000,52.41,24.71,810,6.87,false,false,false,false
2024-09-10 09:48:00,13548000,52.57,20.18,1152,6.31,false,false,false,false
2024-09-10 09:50:00,13550000,48.72,20.27,978,7.18,false,false,false,false
2024-09-10 09:52:00,13552000,42.10,23.61,1468,5.82,false,false,false,false
2024-09-10 09:54:00,13554000,44.76,23.85,1581,6.27,false,false,false,false
2024-09-10 09:56:00,13556000,38.31,23.71,1449,5.94,false,false,true,true
2024-09-10 09:58:00,13558000,41.40,21.97,1741,6.01,false,false,false,false
2024-09-10 10:00:00,13560000,41.15,21.35,1605,7.00,false,false,false,false
2024-09-10 10:02:00,13562000,53.34,23.07,1218,6.87,false,false,false,false
2024-09-10 10:04:00,13564000,56.86,21.35,1069,6.78,true,false,false,false
2024-09-10 10:06:00,13566000,56.77,26.20,1351,7.14,false,false,false,false
2024-09-10 10:08:00,13568000,57.09,22.84,816,7.01,false,true,false,false
2024-09-10 10:10:00,13570000,54.47,24.52,1613,7.07,false,false,false,false
2024-09-10 10:12:00,13572000,55.48,26.11,1109,7.88,false,false,false,false
2024-09-10 10:14:00,13574000,40.31,21.58,1245,7.03,false,false,false,false
2024-09-10 10:16:00,13576000,51.92,25.20,1377,6.24,false,false,false,false
2024-09-10 10:18:00,13578000,44.17,21.71,515,6.48,false,false,false,false
2024-09-10 10:20:00,13580000,41.17,26.32,1790,7.40,false,false,false,false
2024-09-10 10:22:00,13582000,40.38,24.27,1648,7.90,false,false,false,false
2024-09-10 10:24:00,13584000,38.27,22.74,1124,6.83,false,false,false,false
2024-09-10 10:26:00,13586000,48.48,21.75,1255,6.94,false,false,false,false
2024-09-10 10:28:00,13588000,38.70,23.77,758,7.10,false,false,false,false
2024-09-10 10:30:00,13590000,48.78,26.58,1147,7.88,false,false,false,false
2024-09-10 10:32:00,13592000,43.38,21.68,565,6.47,false,false,false,false
2024-09-10 10:34:00,13594000,57.19,23.29,1547,8.06,true,false,false,true
2024-09-10 10:36:00,13596000,51.20,21.21,1287,6.82,false,false,false,false
2024-09-10 10:38:00,13598000,43.51,24.05,624,6.77,false,false,false,false
2024-09-10 10:40:00,13600000,44.84,25.79,1785,9.12,true,false,true,true
2024-09-10 10:42:00,13602000,44.03,25.97,1123,6.04,false,false,false,false
2024-09-10 10:44:00,13604000,39.07,26.27,520,6.55,false,true,false,false
2024-09-10 10:46:00,13606000,56.53,24.22,789,6.16,false,false,false,false
2024-09-10 10:48:00,13608000,44.54,22.25,623,5.63,false,false,false,false
2024-09-10 10:50:00,13610000,48.81,25.92,534,5.56,false,false,false,false
2024-09-10 10:52:00,13612000,55.64,24.18,1720,8.25,true,false,false,true
2024-09-10 10:54:00,13614000,57.48,20.96,1394,7.36,false,false,false,false
2024-09-10 10:56:00,13616000,53.23,21.71,966,5.53,false,false,false,false
2024-09-10 10:58:00,13618000,46.03,22.28,1474,6.55,false,true,false,false
2024-09-10 11:00:00,13620000,43.39,22.37,1219,7.80,false,false,false,false
2024-09-10 11:02:00,13622000,49.09,26.55,1444,7.45,false,false,false,false
2024-09-10 11:04:00,13624000,48.32,26.89,924,6.13,false,false,false,false
2024-09-10 11:06:00,13626000,44.83,23.93,1242,6.66,false,false,false,false
2024-09-10 11:08:00,13628000,46.64,26.48,1463,6.20,false,false,false,false
2024-09-10 11:10:00,13630000,54.55,26.20,1735,7.59,false,false,false,false
2024-09-10 11:12:00,13632000,47.90,21.46,1400,5.98,false,false,false,false
2024-09-10 11:14:00,13634000,47.10,26.44,1284,6.73,false,false,false,false
2024-09-10 11:16:00,13636000,50.79,21.60,1259,7.10,false,false,false,false
2024-09-10 11:18:00,13638000,57.45,23.13,1455,6.51,false,true,false,false
2024-09-10 11:20:00,13640000,46.50,27.12,685,7.04,false,false,false,false
2024-09-10 11:22:00,13642000,44.95,22.68,778,7.30,false,false,false,false
2024-09-10 11:24:00,13644000,54.79,22.29,822,7.30,false,false,false,false
2024-09-10 11:26:00,13646000,40.21,23.74,609,6.65,false,false,false,false
2024-09-10 11:28:00,13648000,46.35,27.07,844,6.88,false,false,false,false
2024-09-10 11:30:00,13650000,43.66,23.74,1628,8.29,false,false,true,true
2024-09-10 11:32:00,13652000,43.63,26.97,964,7.66,false,false,false,false
2024-09-10 11:34:00,13654000,57.51,22.98,1138,6.14,false,false,false,false
2024-09-10 11:36:00,13656000,42.39,25.14,1666,7.86,false,false,false,false
2024-09-10 11:38:00,13658000,56.13,23.15,687,6.35,false,false,false,false
2024-09-10 11:40:00,13660000,54.87,26.13,1385,6.54,false,false,false,false
2024-09-10 11:42:00,13662000,51.66,22.05,889,6.50,false,false,false,false
2024-09-10 11:44:00,13664000,58.18,24.44,1496,7.55,false,false,true,false
2024-09-10 11:46:00,13666000,46.38,26.25,636,6.53,false,false,false,false
2024-09-10 11:48:00,13668000,51.88,23.39,1022,5.67,false,true,false,false
2024-09-10 11:50:00,13670000,56.47,26.49,1597,6.22,false,false,false,false
2024-09-10 11:52:00,13672000,52.53,23.24,1070,5.93,false,false,false,false
2024-09-10 11:54:00,13674000,52.01,25.44,601,6.66,false,false,false,false
2024-09-10 11:56:00,13676000,41.57,22.67,968,6.76,false,false,false,false
2024-09-10 11:58:00,13678000,40.45,22.69,1544,6.06,false,true,false,false
2024-09-10 12:00:00,13680000,44.50,22.74,1297,5.53,false,false,false,false
2024-09-10 12:02:00,13682000,41.69,27.99,522,7.59,false,false,false,false
2024-09-10 12:04:00,13684000,50.19,27.60,991,6.10,false,false,false,false
2024-09-10 12:06:00,13686000,45.71,26.78,907,5.75,false,false,false,false
2024-09-10 12:08:00,13688000,47.64,26.78,1286,7.35,false,false,false,false
2024-09-10 12:10:00,13690000,40.86,27.45,1278,7.02,false,false,false,false
2024-09-10 12:12:00,13692000,57.14,27.45,1180,7.13,false,false,false,false
2024-09-10 12:14:00,13694000,44.63,26.73,1150,7.07,false,false,false,false
2024-09-10 12:16:00,13696000,56.50,27.97,823,6.97,false,true,false,false
2024-09-10 12:18:00,13698000,45.15,23.80,1138,6.30,false,false,false,false
2024-09-10 12:20:00,13700000,47.45,25.77,648,6.90,false,false,false,false
2024-09-10 12:22:00,13702000,52.02,25.23,1246,7.33,false,false,false,false
2024-09-10 12:24:00,13704000,40.40,25.84,718,6.16,false,false,false,false
2024-09-10 12:26:00,13706000,42.34,27.50,1766,5.70,false,false,false,false
2024-09-10 12:28:00,13708000,56.14,26.50,515,7.93,false,false,false,false
2024-09-10 12:30:00,13710000,50.48,23.95,879,7.85,false,false,false,false
2024-09-10 12:32:00,13712000,47.47,24.62,1545,6.28,false,false,false,false
2024-09-10 12:34:00,13714000,51.38,24.15,935,6.04,false,false,false,false
2024-09-10 12:36:00,13716000,41.11,26.56,1681,6.45,false,false,false,false
2024-09-10 12:38:00,13718000,46.69,25.33,1451,6.79,false,false,false,false
2024-09-10 12:40:00,13720000,48.30,23.81,672,6.64,false,false,false,false
2024-09-10 12:42:00,13722000,51.87,25.56,1289,6.30,false,false,false,false
2024-09-10 12:44:00,13724000,53.63,24.14,1512,5.61,false,false,false,false
2024-09-10 12:46:00,13726000,50.32,23.16,862,7.43,false,false,false,false
2024-09-10 12:48:00,13728000,40.80,25.80,1670,5.92,false,false,false,false
2024-09-10 12:50:00,13730000,59.79,25.79,1094,7.67,false,false,false,false
2024-09-10 12:52:00,13732000,40.32,22.96,1780,6.48,false,false,false,false
2024-09-10 12:54:00,13734000,58.38,25.17,997,6.12,false,false,false,false
2024-09-10 12:56:00,13736000,53.08,27.89,1096,5.67,false,false,false,false
2024-09-10 12:58:00,13738000,55.89,24.98,929,6.29,false,false,false,false
2024-09-10 13:00:00,13740000,43.67,25.59,1753,7.34,true,false,false,false
2024-09-10 13:02:00,13742000,46.06,26.74,552,6.68,false,false,false,false
2024-09-10 13:04:00,13744000,49.27,26.70,753,7.47,false,false,false,false
2024-09-10 13:06:00,13746000,57.74,25.74,732,7.93,false,false,false,false
2024-09-10 13:08:00,13748000,44.69,24.76,672,7.50,false,false,false,false
2024-09-10 13:10:00,13750000,49.27,23.53,1367,6.91,false,false,false,false
2024-09-10 13:12:00,13752000,46.97,23.19,842,5.75,false,false,false,false
2024-09-10 13:14:00,13754000,53.83,23.89,555,8.13,true,false,false,true
2024-09-10 13:16:00,13756000,61.10,23.28,1197,6.26,false,false,false,false
2024-09-10 13:18:00,13758000,53.82,27.41,1116,5.52,false,false,false,false
2024-09-10 13:20:00,13760000,58.47,27.01,1381,6.63,false,false,true,false
2024-09-10 13:22:00,13762000,44.37,23.73,1169,7.98,false,false,false,false
2024-09-10 13:24:00,13764000,59.64,24.36,854,6.12,false,false,false,false
2024-09-10 13:26:00,13766000,52.80,26.45,1173,5.61,false,false,false,false
2024-09-10 13:28:00,13768000,59.36,24.71,1738,6.76,false,false,false,false
2024-09-10 13:30:00,13770000,55.95,23.70,1311,7.68,false,false,false,false
2024-09-10 13:32:00,13772000,47.75,24.11,578,6.71,false,false,false,false
2024-09-10 13:34:00,13774000,52.45,26.16,1479,5.55,false,false,false,false
2024-09-10 13:36:00,13776000,48.69,24.89,1508,7.07,false,false,false,false
2024-09-10 13:38:00,13778000,54.67,24.55,1497,6.96,false,false,false,false
2024-09-10 13:40:00,13780000,55.08,24.20,902,6.39,false,false,false,false
2024-09-10 13:42:00,13782000,51.45,27.98,1313,6.57,false,false,false,false
2024-09-10 13:44:00,13784000,41.93,28.39,1561,7.11,false,false,false,false
2024-09-10 13:46:00,13786000,54.01,26.50,916,7.91,false,false,false,false
2024-09-10 13:48:00,13788000,58.66,26.85,1097,7.92,true,false,false,false
2024-09-10 13:50:00,13790000,52.06,26.12,1691,7.17,false,false,false,false
2024-09-10 13:52:00,13792000,46.21,26.67,1213,6.24,false,false,false,false
2024-09-10 13:54:00,13794000,48.20,26.43,786,7.33,false,false,false,false
2024-09-10 13:56:00,13796000,57.79,23.29,909,7.29,false,false,false,false
2024-09-10 13:58:00,13798000,59.66,27.20,931,6.97,false,false,false,false
2024-09-10 14:00:00,13800000,47.43,24.94,1295,5.24,false,true,false,false
2024-09-10 14:02:00,13802000,58.24,28.70,1426,7.32,false,false,false,false
2024-09-10 14:04:00,13804000,56.90,26.09,959,7.38,false,false,false,false
2024-09-10 14:06:00,13806000,54.46,25.76,1084,5.82,false,false,false,false
2024-09-10 14:08:00,13808000,57.44,27.54,674,7.99,true,false,false,false
2024-09-10 14:10:00,13810000,49.46,28.83,721,5.73,false,false,false,false
2024-09-10 14:12:00,13812000,59.97,26.89,505,5.98,false,true,false,false
2024-09-10 14:14:00,13814000,52.80,28.80,1158,7.61,false,false,false,false
2024-09-10 14:16:00,13816000,53.90,28.88,674,7.20,false,false,false,false
2024-09-10 14:18:00,13818000,60.99,28.40,1351,6.66,false,false,false,false
2024-09-10 14:20:00,13820000,62.29,24.37,1141,7.21,false,false,false,false
2024-09-10 14:22:00,13822000,45.29,24.98,1016,6.87,false,false,false,false
2024-09-10 14:24:00,13824000,61.25,25.37,883,5.95,false,false,false,false
2024-09-10 14:26:00,13826000,47.36,25.17,781,8.97,true,false,false,true
2024-09-10 14:28:00,13828000,60.14,23.86,701,6.97,false,false,false,false
2024-09-10 14:30:00,13830000,58.44,25.65,727,7.47,false,false,false,false
2024-09-10 14:32:00,13832000,57.78,26.61,1669,7.19,false,false,false,false
2024-09-10 14:34:00,13834000,52.80,23.68,961,7.84,false,false,false,false
2024-09-10 14:36:00,13836000,43.72,23.44,674,8.01,false,false,true,true
2024-09-10 14:38:00,13838000,54.22,26.66,795,6.00,false,false,false,false
2024-09-10 14:40:00,13840000,52.15,23.91,1783,5.62,false,false,false,false
2024-09-10 14:42:00,13842000,61.08,24.99,578,7.82,false,false,false,false
2024-09-10 14:44:00,13844000,52.65,23.79,760,7.25,false,false,false,false
2024-09-10 14:46:00,13846000,49.52,28.10,1236,5.95,false,false,false,false
2024-09-10 14:48:00,13848000,48.25,23.99,1625,7.93,false,false,false,false
2024-09-10 14:50:00,13850000,55.12,27.71,644,5.97,false,false,false,false
2024-09-10 14:52:00,13852000,51.11,24.84,1190,7.10,false,false,true,false
2024-09-10 14:54:00,13854000,44.75,24.35,1142,6.38,false,false,false,false
2024-09-10 14:56:00,13856000,45.79,27.16,1168,6.33,false,false,false,false
2024-09-10 14:58:00,13858000,44.36,23.54,698,6.01,false,false,false,false
2024-09-10 15:00:00,13860000,51.54,25.47,1742,5.65,false,false,false,false
2024-09-10 15:02:00,13862000,54.89,25.78,1359,6.93,false,false,false,false
2024-09-10 15:04:00,13864000,45.57,25.31,1708,7.09,false,false,false,false
2024-09-10 15:06:00,13866000,51.05,27.41,517,6.08,false,false,false,false
2024-09-10 15:08:00,13868000,58.46,26.93,1447,5.66,false,false,false,false
2024-09-10 15:10:00,13870000,60.90,24.73,1770,5.95,false,false,false,false
2024-09-10 15:12:00,13872000,48.38,26.45,1376,6.38,false,false,false,false
2024-09-10 15:14:00,13874000,56.67,24.10,961,8.33,true,false,false,true
2024-09-10 15:16:00,13876000,60.04,29.58,696,7.50,false,false,false,false
2024-09-10 15:18:00,13878000,50.02,26.57,1419,8.83,true,false,false,true
2024-09-10 15:20:00,13880000,45.51,25.94,875,5.80,false,false,false,false
2024-09-10 15:22:00,13882000,59.85,26.84,1048,6.77,false,false,false,false
2024-09-10 15:24:00,13884000,45.32,26.51,978,7.95,false,false,false,false
2024-09-10 15:26:00,13886000,56.60,29.90,1509,6.57,false,false,false,false
2024-09-10 15:28:00,13888000,62.02,26.19,1552,8.82,true,false,false,true
2024-09-10 15:30:00,13890000,53.52,27.94,1533,7.85,false,false,false,false
2024-09-10 15:32:00,13892000,51.63,26.16,1206,6.83,false,false,false,false
2024-09-10 15:34:00,13894000,63.38,25.53,1082,6.44,false,false,false,false
2024-09-10 15:36:00,13896000,61.23,25.86,923,7.08,false,false,true,false
2024-09-10 15:38:00,13898000,62.81,24.33,762,7.11,false,false,false,false
2024-09-10 15:40:00,13900000,55.97,24.15,1065,7.10,false,false,false,false
2024-09-10 15:42:00,13902000,62.45,24.55,921,8.58,true,false,true,true
2024-09-10 15:44:00,13904000,54.83,24.31,1109,6.93,false,false,false,false
2024-09-10 15:46:00,13906000,63.44,29.83,823,7.38,false,false,false,false
2024-09-10 15:48:00,13908000,46.88,27.86,1464,6.17,false,false,false,false
2024-09-10 15:50:00,13910000,47.84,29.19,1301,6.56,false,true,false,false
2024-09-10 15:52:00,13912000,52.84,28.22,1741,7.85,false,false,false,false
2024-09-10 15:54:00,13914000,50.85,29.32,1682,7.19,false,false,false,false
